id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,area_m,raion_popul,green_zone_part,indust_part,children_preschool,preschool_quota,preschool_education_centers_raion,children_school,school_quota,school_education_centers_raion,school_education_centers_top_20_raion,hospital_beds_raion,healthcare_centers_raion,university_top_20_raion,sport_objects_raion,additional_education_raion,culture_objects_top_25,culture_objects_top_25_raion,shopping_centers_raion,office_raion,thermal_power_plant_raion,incineration_raion,oil_chemistry_raion,radiation_raion,railroad_terminal_raion,big_market_raion,nuclear_reactor_raion,detention_facility_raion,full_all,male_f,female_f,young_all,young_male,young_female,work_all,work_male,work_female,ekder_all,ekder_male,ekder_female,0_6_all,0_6_male,0_6_female,7_14_all,7_14_male,7_14_female,0_17_all,0_17_male,0_17_female,16_29_all,16_29_male,16_29_female,0_13_all,0_13_male,0_13_female,raion_build_count_with_material_info,build_count_block,build_count_wood,build_count_frame,build_count_brick,build_count_monolith,build_count_panel,build_count_foam,build_count_slag,build_count_mix,raion_build_count_with_builddate_info,build_count_before_1920,build_count_1921-1945,build_count_1946-1970,build_count_1971-1995,build_count_after_1995,ID_metro,metro_min_avto,metro_km_avto,metro_min_walk,metro_km_walk,kindergarten_km,school_km,park_km,green_zone_km,industrial_km,water_treatment_km,cemetery_km,incineration_km,railroad_station_walk_km,railroad_station_walk_min,ID_railroad_station_walk,railroad_station_avto_km,railroad_station_avto_min,ID_railroad_station_avto,public_transport_station_km,public_transport_station_min_walk,water_km,water_1line,mkad_km,ttk_km,sadovoe_km,bulvar_ring_km,kremlin_km,big_road1_km,ID_big_road1,big_road1_1line,big_road2_km,ID_big_road2,railroad_km,railroad_1line,zd_vokzaly_avto_km,ID_railroad_terminal,bus_terminal_avto_km,ID_bus_terminal,oil_chemistry_km,nuclear_reactor_km,radiation_km,power_transmission_line_km,thermal_power_plant_km,ts_km,big_market_km,market_shop_km,fitness_km,swim_pool_km,ice_rink_km,stadium_km,basketball_km,hospice_morgue_km,detention_facility_km,public_healthcare_km,university_km,workplaces_km,shopping_centers_km,office_km,additional_education_km,preschool_km,big_church_km,church_synagogue_km,mosque_km,theater_km,museum_km,exhibition_km,catering_km,ecology,green_part_500,prom_part_500,office_count_500,office_sqm_500,trc_count_500,trc_sqm_500,cafe_count_500,cafe_sum_500_min_price_avg,cafe_sum_500_max_price_avg,cafe_avg_price_500,cafe_count_500_na_price,cafe_count_500_price_500,cafe_count_500_price_1000,cafe_count_500_price_1500,cafe_count_500_price_2500,cafe_count_500_price_4000,cafe_count_500_price_high,big_church_count_500,church_count_500,mosque_count_500,leisure_count_500,sport_count_500,market_count_500,green_part_1000,prom_part_1000,office_count_1000,office_sqm_1000,trc_count_1000,trc_sqm_1000,cafe_count_1000,cafe_sum_1000_min_price_avg,cafe_sum_1000_max_price_avg,cafe_avg_price_1000,cafe_count_1000_na_price,cafe_count_1000_price_500,cafe_count_1000_price_1000,cafe_count_1000_price_1500,cafe_count_1000_price_2500,cafe_count_1000_price_4000,cafe_count_1000_price_high,big_church_count_1000,church_count_1000,mosque_count_1000,leisure_count_1000,sport_count_1000,market_count_1000,green_part_1500,prom_part_1500,office_count_1500,office_sqm_1500,trc_count_1500,trc_sqm_1500,cafe_count_1500,cafe_sum_1500_min_price_avg,cafe_sum_1500_max_price_avg,cafe_avg_price_1500,cafe_count_1500_na_price,cafe_count_1500_price_500,cafe_count_1500_price_1000,cafe_count_1500_price_1500,cafe_count_1500_price_2500,cafe_count_1500_price_4000,cafe_count_1500_price_high,big_church_count_1500,church_count_1500,mosque_count_1500,leisure_count_1500,sport_count_1500,market_count_1500,green_part_2000,prom_part_2000,office_count_2000,office_sqm_2000,trc_count_2000,trc_sqm_2000,cafe_count_2000,cafe_sum_2000_min_price_avg,cafe_sum_2000_max_price_avg,cafe_avg_price_2000,cafe_count_2000_na_price,cafe_count_2000_price_500,cafe_count_2000_price_1000,cafe_count_2000_price_1500,cafe_count_2000_price_2500,cafe_count_2000_price_4000,cafe_count_2000_price_high,big_church_count_2000,church_count_2000,mosque_count_2000,leisure_count_2000,sport_count_2000,market_count_2000,green_part_3000,prom_part_3000,office_count_3000,office_sqm_3000,trc_count_3000,trc_sqm_3000,cafe_count_3000,cafe_sum_3000_min_price_avg,cafe_sum_3000_max_price_avg,cafe_avg_price_3000,cafe_count_3000_na_price,cafe_count_3000_price_500,cafe_count_3000_price_1000,cafe_count_3000_price_1500,cafe_count_3000_price_2500,cafe_count_3000_price_4000,cafe_count_3000_price_high,big_church_count_3000,church_count_3000,mosque_count_3000,leisure_count_3000,sport_count_3000,market_count_3000,green_part_5000,prom_part_5000,office_count_5000,office_sqm_5000,trc_count_5000,trc_sqm_5000,cafe_count_5000,cafe_sum_5000_min_price_avg,cafe_sum_5000_max_price_avg,cafe_avg_price_5000,cafe_count_5000_na_price,cafe_count_5000_price_500,cafe_count_5000_price_1000,cafe_count_5000_price_1500,cafe_count_5000_price_2500,cafe_count_5000_price_4000,cafe_count_5000_price_high,big_church_count_5000,church_count_5000,mosque_count_5000,leisure_count_5000,sport_count_5000,market_count_5000,price_doc
67,2011-10-05,50.0,29.0,9.0,,,,,,,Investment,Strogino,16751119.46,155427,0.338150977,0.041124634,9254,4606.0,8,9515,11032.0,9,0,,1,0,6,2,no,0,10,5,no,no,no,no,no,no,no,yes,156377,71846,84531,20003,10461,9542,97920,53042,44878,37504,12102,25402,9254,4856,4398,9515,4991,4524,22087,11541,10546,32847,16042,16805,17622,9249,8373,453.0,14.0,161.0,25.0,73.0,9.0,160.0,0.0,11.0,0.0,453.0,47.0,42.0,99.0,175.0,90.0,27,1.0145646640000001,0.434669342,5.216032106,0.434669342,0.673848346,0.263758865,1.294504295,0.086102623,1.333427722,20.84289,1.3849120000000001,12.90188,6.012194299,72.14633159,26.0,4.35527553,4.044187313,4,0.07837202,0.9404642409999999,1.246049335,no,0.541867443,9.842632223999999,12.87928616,13.71830574,14.88441338,0.54186745,1,no,1.593602905,44,2.422187318,no,16.95452457,83,6.210762232,1,23.54073676,5.030064304,3.71497863,3.328728162,7.170597146,2.557597961,26.65300823,5.947273429,0.17874801699999998,6.082642298,6.213910867999999,2.015409233,3.3167063089999997,3.739297337,2.034845078,1.8001976259999999,7.42892521,1.2684772979999999,0.157083134,0.17665945,1.291045038,0.263758865,1.6469162830000001,0.4336851,10.87891296,17.66470558,10.85077897,5.350148225,0.499981225,good,6.14,0.0,3,175395,2,15000,1,1500.0,2500.0,2000.0,0,0,0,0,1,0,0,0,1,0,0,3,0,10.15,0.0,3,175395,3,15000,8,1142.86,1928.57,1535.71,1,0,2,1,4,0,0,0,2,0,0,4,0,14.03,1.02,3,175395,10,650124,17,966.67,1633.33,1300.0,2,0,6,4,5,0,0,0,3,0,0,7,0,19.57,4.64,5,207193,10,650124,25,1130.43,1847.83,1489.13,2,0,8,8,5,1,1,1,5,0,0,7,0,21.85,4.14,6,237369,12,684124,31,1189.66,1931.03,1560.34,2,0,8,11,7,2,1,1,5,0,0,8,0,22.7,7.64,22,709188,24,1049863,119,988.68,1636.79,1312.74,13,16,35,26,19,8,2,5,16,0,0,52,3,1000000
68,2011-10-05,51.0,50.0,16.0,,,,,,,Investment,Donskoe,5686537.395,48439,0.073520961,0.0006991189999999999,3229,0.0,1,3369,2022.0,2,0,4129.0,0,0,10,3,yes,1,3,24,no,no,no,yes,no,no,no,no,91100,39227,51873,7033,3519,3514,28737,14086,14651,12669,3966,8703,3229,1612,1617,3369,1701,1668,7917,3962,3955,17864,8474,9390,6237,3131,3106,191.0,36.0,0.0,0.0,135.0,3.0,17.0,0.0,0.0,0.0,190.0,6.0,27.0,116.0,27.0,14.0,42,2.342692758,1.3635232730000002,8.638209831000001,0.719850819,0.741339345,0.684615744,3.101607402,0.011110305,0.35827055700000005,5.556584,0.5857359999999999,11.26845,0.235717852,2.8286142260000005,36.0,0.680650932,3.6961531410000004,36,0.10525109699999999,1.263013165,0.21004561300000002,no,12.52081913,0.28969342,2.95738352,4.515584811,5.048867488,0.097221302,19,yes,0.09760741699999999,2,0.074402499,yes,4.201578112,32,3.950632604,13,10.24148957,2.571106535,1.296572358,2.21191407,1.725720507,3.855741583,6.7137706239999995,3.264427023,0.7485185440000001,1.020073869,6.283107658,1.020073869,1.498941675,1.071594927,12.45308167,2.400503091,0.513987134,1.6941086859999999,0.6033486579999999,0.092286819,0.918833558,0.684615744,0.70788613,0.8306806940000001,4.043765427,2.5562643819999997,2.65973076,1.3630945319999999,0.290541124,excellent,2.97,7.58,6,197235,0,0,6,660.0,1100.0,880.0,1,1,2,2,0,0,0,0,0,0,0,0,0,4.95,16.8,17,392720,2,43150,26,712.5,1208.33,960.42,2,7,8,5,4,0,0,7,4,0,0,5,1,5.04,20.06,24,562091,3,341150,46,740.91,1238.64,989.77,2,12,14,12,5,1,0,8,6,0,1,10,1,4.52,24.06,39,926331,7,680150,66,755.56,1269.84,1012.7,3,17,21,15,8,2,0,8,7,0,2,15,1,6.64,21.96,97,2591071,20,1490750,214,796.46,1323.23,1059.85,16,54,59,52,24,8,1,22,25,0,5,35,3,11.14,14.93,326,5970265,65,2607469,848,829.63,1373.9,1101.77,55,198,225,220,115,31,4,67,102,1,44,120,10,7100000
69,2011-10-05,76.0,45.0,11.0,,,,,,,Investment,Rostokino,3497818.591,37502,0.146940785,0.210473241,2334,1040.0,1,2398,2260.0,2,0,1994.0,3,1,8,5,no,0,0,2,no,no,no,no,no,no,no,no,175518,82886,92632,5074,2551,2523,22837,11618,11219,9591,2936,6655,2334,1175,1159,2398,1207,1191,5652,2877,2775,35541,17988,17553,4480,2252,2228,152.0,46.0,0.0,0.0,84.0,8.0,14.0,0.0,0.0,0.0,152.0,0.0,2.0,118.0,23.0,9.0,52,1.5646333909999999,1.004384833,12.052617999999999,1.004384833,0.36666669799999996,0.183412701,0.7203659929999999,0.27971122800000003,0.200693583,18.68226,1.047723,5.709232,1.458358779,17.50030535,43.0,1.373023785,2.311752935,78,0.034930647999999995,0.419167776,0.39876913,no,6.591201642000001,4.755625461,7.23839918,7.891963329,9.404261411,0.040130964,20,yes,1.795351065,15,0.594206102,no,5.997354441000001,101,9.483876998,4,11.19325326,8.001493607,1.6485840809999999,1.316590506,7.1874539639999995,0.684634289,9.245507,3.61590211,0.066320753,2.048681684,2.5789911030000003,4.742728934,1.788336792,0.823460249,5.494540117000001,2.3774553640000002,2.3019222459999997,0.984507109,0.99898862,0.337003835,0.268927485,0.183412701,0.72231165,0.7473451240000001,4.705905156,0.512941133,3.014509269,0.043434335,0.10012015099999999,poor,13.47,13.22,1,12700,0,0,3,433.33,833.33,633.33,0,1,2,0,0,0,0,0,0,0,2,2,0,15.16,29.61,2,34700,1,241000,9,514.29,928.57,721.43,2,2,4,1,0,0,0,1,1,0,2,4,0,21.67,24.25,5,103720,2,482000,19,662.5,1125.0,893.75,3,7,5,2,1,1,0,1,4,0,2,9,0,28.16,19.65,8,188770,3,483276,47,784.09,1318.18,1051.14,3,15,12,7,8,2,0,1,4,0,2,13,1,36.16,11.34,16,290493,7,769699,83,746.84,1259.49,1003.16,4,25,24,15,13,2,0,3,8,0,2,34,2,35.14,11.07,47,819363,29,1171271,193,709.5,1195.53,952.51,14,60,53,37,27,2,0,13,28,1,4,81,5,2000000
70,2011-10-05,45.0,30.0,6.0,,,,,,,Investment,Orehovo-Borisovo Severnoe,7462269.562999999,129207,0.38709985399999997,0.007720281999999999,4669,3648.0,6,4788,6587.0,6,0,,0,0,4,2,no,0,4,2,no,no,no,no,no,no,no,no,77878,35155,42723,10079,5160,4919,83861,38868,44993,35267,11931,23336,4669,2398,2271,4788,2455,2333,11313,5780,5533,17033,8191,8842,8791,4491,4300,152.0,14.0,5.0,0.0,2.0,2.0,128.0,0.0,1.0,0.0,152.0,2.0,3.0,1.0,135.0,11.0,53,1.824967054,0.857874238,10.29449085,0.857874238,0.063500038,0.262097352,2.136214892,0.11352684800000001,0.497501639,4.948507,2.16155,5.963849,4.887519155,58.65022986,27.0,4.635377232,6.51879494,27,0.107071753,1.28486103,1.7086986530000001,no,2.048425373,10.85453935,14.19801775,15.81882176,16.45202723,2.048425377,1,no,2.239935577,23,3.287152411,no,17.30198344,32,1.068501809,6,6.350382299,4.731606124,2.43180636,2.183031573,5.88881085,5.19849452,1.651583181,0.8774883809999999,0.5808649539999999,0.1807945,0.778808574,6.53536575,4.184164438,2.231903533,3.416278352,1.0129622120000001,2.441053945,1.4217161090000001,0.11716669999999998,0.983753365,0.994610042,0.262097352,1.6976985919999998,1.0487234909999998,7.97713773,12.43309208,3.09140561,4.3339728289999995,0.30760724100000003,poor,4.41,0.0,0,0,1,96000,4,600.0,1000.0,800.0,1,1,1,1,0,0,0,0,0,0,0,3,0,3.52,1.83,2,54500,5,303267,20,631.58,1078.95,855.26,1,5,8,5,1,0,0,0,0,0,0,7,2,4.51,2.92,2,54500,9,374021,30,657.14,1107.14,882.14,2,8,10,8,2,0,0,0,2,0,0,9,3,9.31,4.98,2,54500,12,393021,41,682.05,1153.85,917.95,2,12,14,9,3,1,0,2,4,0,0,14,3,23.19,2.74,2,54500,16,1212021,49,719.57,1228.26,973.91,3,12,19,9,4,2,0,4,8,0,0,19,4,18.46,3.6,4,212200,32,1701688,103,689.13,1163.04,926.09,11,28,32,22,8,2,0,6,13,0,2,47,10,6600000
71,2011-10-05,32.0,19.0,9.0,,,,,,,Investment,Bibirevo,6407578.1,155572,0.189727117,6.99893e-05,9576,5001.0,5,10309,11065.0,5,0,240.0,1,0,7,3,no,0,16,1,no,no,no,no,no,no,no,no,86206,40477,45729,21154,11007,10147,98207,52277,45930,36211,10580,25631,9576,4899,4677,10309,5463,4846,23603,12286,11317,17508,9425,8083,18654,9709,8945,211.0,25.0,0.0,0.0,0.0,2.0,184.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,206.0,5.0,1,3.914420911,1.804606495,17.05129293,1.420941077,0.121816657,0.346548617,2.65379183,0.208182461,0.7834640959999999,24.18214,1.9910419999999998,4.010033999999999,6.224906881,74.69888257,1.0,6.224906881,8.703152332,1,0.167543312,2.010519743,0.47682661200000004,no,1.1092979490000001,10.99671856,13.16790803,13.76257499,15.23459354,1.1092979440000001,1,no,4.369907464,36,0.90793903,no,15.03697476,101,21.65428446,7,17.9290875,6.2914335679999995,1.799967852,0.7126838679999999,5.2526971819999995,4.279750104,6.379908531,2.349604902,0.289176997,2.1725932269999997,0.23117492399999998,6.847303769,2.9744832160000003,2.676144609,2.946748883,2.437490817,6.312537041000001,0.428417,1.028166698,1.21836036,0.5292467670000001,0.346548617,1.136679435,0.843767429,4.174776745,9.618783569,7.458194022000001,6.848255587000001,0.185196549,good,6.78,0.0,0,0,0,0,6,340.0,600.0,470.0,1,4,1,0,0,0,0,0,0,0,0,3,0,10.0,4.45,0,0,0,0,9,437.5,750.0,593.75,1,5,2,1,0,0,0,0,1,0,0,5,0,10.19,13.67,4,71100,12,1016820,24,504.35,869.57,686.96,1,12,7,3,1,0,0,1,2,0,0,7,1,10.52,17.05,6,110554,17,1114020,37,577.78,972.22,775.0,1,16,10,8,2,0,0,1,2,0,0,9,1,10.18,11.97,12,251554,22,1266601,62,655.17,1103.45,879.31,4,20,19,14,4,1,0,2,5,0,0,24,1,12.37,11.2,23,660803,49,3734892,146,681.95,1150.38,916.17,13,39,48,34,9,3,0,12,19,1,0,55,5,5300000
72,2011-10-05,64.0,28.0,10.0,,,,,,,Investment,Ochakovo-Matveevskoe,17526506.21,118843,0.133372781,0.309479124,7454,1830.0,2,7715,6484.0,3,0,990.0,0,0,7,3,no,0,6,4,yes,no,no,no,no,no,no,no,111023,53946,57077,16098,8287,7811,78670,44653,34017,24075,7300,16775,7454,3845,3609,7715,3971,3744,18269,9507,8762,29595,15052,14543,14168,7326,6842,299.0,81.0,1.0,4.0,66.0,24.0,123.0,0.0,0.0,0.0,299.0,0.0,2.0,134.0,106.0,57.0,54,2.105011781,1.5210227859999998,16.84441467,1.403701223,0.28664996800000003,0.11182284099999999,1.4995383530000002,0.291386174,0.18346954,14.72445,1.221997,14.542270000000002,0.623275913,7.4793109520000005,33.0,0.623275913,1.009414908,33,0.274226672,3.2907200619999997,0.784302093,no,1.484968123,8.330122688,11.04994483,12.22000369,13.08630242,1.4849681240000001,1,no,1.73472514,22,0.16512196,no,14.26961789,50,12.85368777,8,21.41637,8.917292952,3.249524113,1.3510863359999998,1.8722731080000001,1.737793463,11.03305414,3.2589702739999997,1.727398871,4.895398302,5.929917347000001,5.332183487,1.694710423,1.4781065469999999,11.89699196,3.8000639730000003,3.5522981510000005,4.5098839889999995,0.78703863,0.578440341,0.370003164,0.11182284099999999,0.765902656,1.171596861,5.318093049,4.809268288999999,1.336481205,4.252469984,1.222958821,satisfactory,2.63,26.49,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25,38.32,3,78590,1,10000,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,8.06,32.83,4,122709,2,73500,10,612.5,1000.0,806.25,2,3,2,3,0,0,0,2,1,0,1,0,0,11.75,26.23,5,125504,4,97500,13,809.09,1318.18,1063.64,2,3,2,4,2,0,0,2,2,0,1,3,1,17.63,19.82,10,168453,13,365195,40,786.11,1347.22,1066.67,4,6,16,7,6,1,0,2,4,0,1,14,2,23.09,10.71,23,687420,34,727345,153,790.71,1321.43,1056.07,13,34,45,37,19,5,0,5,16,0,4,46,5,2630000
73,2011-10-06,66.0,17.0,2.0,,,,,,,Investment,Taganskoe,8087656.379,116742,0.048011029000000004,0.007658515,6694,3318.0,5,7077,9748.0,10,0,2301.0,3,1,24,1,yes,1,19,56,no,no,no,yes,no,no,no,no,123280,57224,66056,14715,7597,7118,71253,35672,35581,30774,9567,21207,6694,3466,3228,7077,3623,3454,16586,8587,7999,24466,12304,12162,12941,6673,6268,502.0,70.0,31.0,1.0,296.0,19.0,76.0,0.0,6.0,3.0,501.0,65.0,58.0,219.0,102.0,57.0,55,0.9520299990000001,0.71874846,8.512104209,0.709342017,0.09721554800000001,0.47286472,0.640666556,0.12356768,0.6981550009999999,8.377885000000001,1.345659,14.30375,0.8648068309999999,10.37768197,44.0,0.8705122409999999,1.158771829,44,0.205452776,2.465433308,0.626008844,no,10.52640568,1.500122619,1.162955149,1.9183238930000002,3.2367255010000004,1.500122615,4,no,1.6639619209999998,10,0.631056602,no,2.261039206,5,4.174171361,4,5.499919554,7.658465982,1.09253212,3.684965814,2.6458279069999997,3.755134304,4.135670945,1.4472889009999998,0.675484396,1.63475226,1.5995548259999999,3.688240588,1.114474054,1.477882238,3.9899174630000003,1.6030235659999998,1.4327788019999999,1.092767217,0.337791145,0.115567041,0.933513922,0.47286472,0.427954619,0.45776456299999996,2.643340451,1.489938942,1.3812974969999998,0.571057709,0.17278211899999998,excellent,5.74,0.0,3,19338,2,47500,16,900.0,1428.57,1164.29,2,2,2,8,2,0,0,2,1,0,0,0,0,6.23,2.75,26,238523,12,196026,48,841.86,1337.21,1089.53,5,9,6,23,5,0,0,6,9,0,2,4,0,4.74,6.91,50,479698,21,247627,146,853.85,1396.15,1125.0,16,30,29,46,21,4,0,13,14,0,9,21,2,3.94,11.05,74,710085,26,406527,218,787.44,1293.97,1040.7,19,49,53,70,22,5,0,23,32,0,9,33,2,4.25,15.14,208,2833810,44,1196366,587,774.45,1284.67,1029.56,39,148,162,158,62,16,2,54,76,1,15,55,5,3.99,20.46,563,7659490,112,4208173,1736,839.67,1388.96,1114.31,115,427,448,430,226,80,10,126,200,2,69,166,16,2600000
74,2011-10-06,38.0,19.0,8.0,,,,,,,Investment,Dmitrovskoe,7126815.285,87713,0.125881935,0.458174486,4533,1208.0,4,4439,5671.0,4,0,1130.0,1,0,6,2,no,0,5,1,yes,no,no,no,no,no,yes,no,100846,46246,54600,9604,4946,4658,61600,31908,29692,16509,4434,12075,4533,2319,2214,4439,2273,2166,10797,5557,5240,20900,10635,10265,8382,4287,4095,218.0,55.0,0.0,0.0,72.0,6.0,85.0,0.0,0.0,0.0,218.0,0.0,3.0,125.0,68.0,22.0,40,3.212149676,2.238757264,26.86508716,2.238757264,0.183045805,0.43726009600000004,0.437772941,0.462472317,0.091806129,20.51018,2.73001,3.211273,2.326988106,27.92385728,45.0,2.338106303,3.4831566260000004,45,0.24793653699999998,2.97523844,0.49608963,no,2.507718064,10.33065369,12.87384534,13.49695771,14.967424900000001,0.20463175399999997,5,no,2.507718069,1,1.718375339,no,11.37932863,121,18.531385800000002,1,19.89862979,2.218652316,2.728561741,1.4413632930000002,2.242274535,4.158716345,12.988882499999999,1.834267128,0.248783235,1.306939201,8.07445181,7.483661727,0.662174061,1.115287701,13.48856639,1.3587191159999998,1.479451284,1.085713498,0.405708985,0.475245804,0.302020437,0.43726009600000004,1.7897549330000002,1.5965943040000001,4.377121408,16.22775754,7.927084313,6.763339912,0.131858831,poor,1.43,37.32,1,58500,3,109000,5,1400.0,2200.0,1800.0,0,0,0,3,1,1,0,0,0,0,0,2,0,14.66,25.45,3,78500,7,187900,11,1209.09,1954.55,1581.82,0,1,2,4,2,2,0,0,0,0,0,6,0,8.43,20.36,4,89500,7,187900,20,1095.0,1775.0,1435.0,0,3,4,7,3,3,0,0,0,0,0,9,1,8.13,25.53,5,229500,8,327900,28,1014.29,1660.71,1337.5,0,3,8,10,4,3,0,1,3,0,0,12,2,11.31,31.52,10,312211,18,864507,50,908.7,1500.0,1204.35,4,6,16,16,4,4,0,4,5,0,0,17,2,14.22,19.16,36,818160,42,1413033,166,700.0,1176.67,938.33,16,40,55,42,9,4,0,12,22,1,0,53,4,4550000
75,2011-10-06,37.0,22.0,6.0,,,,,,,Investment,Donskoe,5686537.395,48439,0.073520961,0.0006991189999999999,3229,0.0,1,3369,2022.0,2,0,4129.0,0,0,10,3,yes,1,3,24,no,no,no,yes,no,no,no,no,91100,39227,51873,7033,3519,3514,28737,14086,14651,12669,3966,8703,3229,1612,1617,3369,1701,1668,7917,3962,3955,17864,8474,9390,6237,3131,3106,191.0,36.0,0.0,0.0,135.0,3.0,17.0,0.0,0.0,0.0,190.0,6.0,27.0,116.0,27.0,14.0,56,0.478946469,0.230053803,2.7606456360000005,0.230053803,0.562915223,0.9814927840000001,1.921155221,0.29128346,0.391159621,7.562396000000001,0.73826,12.28081,1.415990726,16.99188871,42.0,1.4186836930000002,1.773354625,42,0.194072784,2.32887341,0.638702695,no,11.15187678,0.290564578,2.643779248,3.835146712,4.5498463419999995,0.29056456399999997,4,no,0.398033791,16,0.279959387,no,4.830349331,32,4.579403822,13,11.75023219,1.363286061,1.2225173679999999,2.609824507,1.063470298,5.862534951000001,9.276547745,2.283315336,1.017078842,2.349982645,5.058265006,4.397456339,2.428395265,1.7203430119999998,8.412530314,2.496933544,1.623822197,0.060499964,0.33803955,0.414188875,0.594997008,0.9814927840000001,0.7070163770000001,0.697392418,4.249767554,3.040072533,2.751372786,1.341446649,0.09059702300000001,excellent,9.16,1.07,1,50000,3,430000,20,1056.25,1718.75,1387.5,4,3,5,4,2,1,1,0,0,0,0,0,0,17.99,6.76,7,196110,3,430000,29,1092.0,1780.0,1436.0,4,6,5,5,6,2,1,4,4,0,0,0,0,15.86,9.07,18,349441,3,430000,53,977.55,1602.04,1289.8,4,8,14,15,8,3,1,6,7,0,2,4,0,15.25,6.87,24,412241,3,430000,100,859.34,1417.58,1138.46,9,19,28,28,11,4,1,8,11,0,2,8,1,14.21,4.71,90,1535730,15,738810,311,826.41,1367.96,1097.18,27,69,79,82,44,9,1,26,31,0,16,46,2,9.7,9.93,357,6251041,58,2727313,1100,870.61,1435.98,1153.3,69,252,289,282,141,56,11,67,111,1,39,123,8,7400000
76,2011-10-07,46.0,28.0,3.0,,,,,,,Investment,Vyhino-Zhulebino,15094874.77,219609,0.300284261,0.033493708,10167,7610.0,10,10573,16049.0,11,0,1322.0,3,0,11,11,no,0,8,1,no,no,no,yes,no,no,no,no,1318695,607126,711569,22341,11471,10870,140182,71360,68822,57086,19275,37811,10167,5279,4888,10573,5409,5164,25474,13030,12444,276143,137389,138754,19389,9977,9412,567.0,112.0,81.0,5.0,38.0,8.0,320.0,0.0,2.0,1.0,566.0,5.0,54.0,203.0,210.0,94.0,31,1.9042339590000001,0.9356141729999999,11.14239772,0.9285331440000001,0.505321155,0.85871115,1.9591598330000002,0.625006038,0.739464529,8.62371,0.8925629999999999,7.700711,0.786683115,9.440197381,30.0,0.7937641440000001,1.726921421,30,0.18838946399999998,2.260673567,0.518735543,no,1.907970804,6.031972725,10.03879301,10.84805419,12.16178667,1.6454248059999999,21,no,1.892587499,3,0.24981383899999998,no,12.28000731,5,0.711318275,3,5.091167769,11.38411596,0.7928465840000001,1.85762444,6.421304915,3.326213166,8.483859153,0.9575432490000001,0.8078290570000001,3.3685317089999995,5.942900881,6.86446013,1.873274787,2.2857236469999997,10.53701908,1.1739005059999998,0.878083732,2.366519242,0.700486449,1.711226706,1.001279009,0.85871115,0.978320028,0.980385972,11.27897344,2.6153053930000003,2.04718248,1.169745349,0.556286315,poor,0.0,0.0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,6.27,0,0,2,18230,8,587.5,937.5,762.5,0,4,1,3,0,0,0,1,1,0,0,3,2,6.85,7.46,0,0,4,48153,16,643.75,1062.5,853.13,0,6,4,5,1,0,0,1,2,0,2,6,4,12.96,5.53,1,111700,5,63153,21,715.0,1175.0,945.0,1,6,5,7,2,0,0,1,4,0,3,11,5,18.42,5.62,2,112800,13,169122,36,745.71,1242.86,994.29,1,12,10,8,3,2,0,1,8,0,6,22,5,20.26,8.3,11,319737,33,1037351,112,698.13,1177.57,937.85,5,29,40,28,7,3,0,8,24,0,10,60,11,5300000
